"","X","state.n","year.n","race.n","sex.n","COD","race","sex","state","year","Census_Division","Census_Region","stabbrs","rate.per.100k_lcl","rate.per.100k_med","rate.per.100k_ucl","rate.per.100k_mean","state.reorder"
"171",171,0,8,0,0,"Cardiovascular","White","Male","Alabama",1976,"East South Central","South","AL",762.296994904632,777.121234862285,793.580895026477,777.121234862285,"Alabama"
"172",172,0,8,0,0,"Communicable","White","Male","Alabama",1976,"East South Central","South","AL",53.2705409594319,57.4451555584883,61.7664237634669,57.4451555584883,"Alabama"
"173",173,0,8,0,0,"Injuries","White","Male","Alabama",1976,"East South Central","South","AL",127.429381275784,131.053360659392,134.528841462782,131.053360659392,"Alabama"
"174",174,0,8,0,0,"Non-communicable","White","Male","Alabama",1976,"East South Central","South","AL",95.8439910094644,99.2810199469063,102.6446519763,99.2810199469063,"Alabama"
"175",175,0,8,0,1,"All other causes","White","Female","Alabama",1976,"East South Central","South","AL",104.545668863116,107.866035026441,111.418638903853,107.866035026441,"Alabama"
"176",176,0,8,0,1,"Cancers","White","Female","Alabama",1976,"East South Central","South","AL",139.117669168006,142.441939606535,145.407550225103,142.441939606535,"Alabama"
"177",177,0,8,0,1,"Cardiovascular","White","Female","Alabama",1976,"East South Central","South","AL",452.336265771211,462.074422237704,471.774950174595,462.074422237704,"Alabama"
"178",178,0,8,0,1,"Communicable","White","Female","Alabama",1976,"East South Central","South","AL",29.7170814689323,31.6680015078381,33.7916656804007,31.6680015078381,"Alabama"
"179",179,0,8,0,1,"Injuries","White","Female","Alabama",1976,"East South Central","South","AL",42.5115910433559,44.2309318939245,45.9805008228387,44.2309318939245,"Alabama"
"180",180,0,8,0,1,"Non-communicable","White","Female","Alabama",1976,"East South Central","South","AL",41.4811340315519,43.3183319245978,45.2845778290077,43.3183319245978,"Alabama"
"181",181,0,8,1,0,"All other causes","Black","Male","Alabama",1976,"East South Central","South","AL",335.29926165677,347.526821010424,361.372445681791,347.526821010424,"Alabama"
"182",182,0,8,1,0,"Cancers","Black","Male","Alabama",1976,"East South Central","South","AL",273.66697641867,283.110546209438,292.357670423502,283.110546209438,"Alabama"
"183",183,0,8,1,0,"Cardiovascular","Black","Male","Alabama",1976,"East South Central","South","AL",738.884417885041,759.314017979648,779.534711601807,759.314017979648,"Alabama"
"184",184,0,8,1,0,"Communicable","Black","Male","Alabama",1976,"East South Central","South","AL",68.3180157720533,74.2486422360357,80.7768282887515,74.2486422360357,"Alabama"
"185",185,0,8,1,0,"Injuries","Black","Male","Alabama",1976,"East South Central","South","AL",215.390692084162,224.555304222482,234.367597957523,224.555304222482,"Alabama"
"186",186,0,8,1,0,"Non-communicable","Black","Male","Alabama",1976,"East South Central","South","AL",96.8532511919208,101.828473619676,107.266424848367,101.828473619676,"Alabama"
"187",187,0,8,1,1,"All other causes","Black","Female","Alabama",1976,"East South Central","South","AL",218.598516003583,226.788488860105,235.800419648274,226.788488860105,"Alabama"
"188",188,0,8,1,1,"Cancers","Black","Female","Alabama",1976,"East South Central","South","AL",159.266528357078,164.566409321361,169.745634402079,164.566409321361,"Alabama"
"189",189,0,8,1,1,"Cardiovascular","Black","Female","Alabama",1976,"East South Central","South","AL",514.8394359447,530.180829862301,544.192541972801,530.180829862301,"Alabama"
"190",190,0,8,1,1,"Communicable","Black","Female","Alabama",1976,"East South Central","South","AL",34.7209652092591,37.679543399607,40.786540029061,37.679543399607,"Alabama"
"191",191,0,8,1,1,"Injuries","Black","Female","Alabama",1976,"East South Central","South","AL",53.2997995303912,56.5164965728989,59.6413152565054,56.5164965728989,"Alabama"
"192",192,0,8,1,1,"Non-communicable","Black","Female","Alabama",1976,"East South Central","South","AL",72.8571456889919,76.8580145915873,80.9051839687777,76.8580145915873,"Alabama"
"193",193,0,9,0,0,"All other causes","White","Male","Alabama",1977,"East South Central","South","AL",169.717096957825,175.753189052646,181.206106602101,175.753189052646,"Alabama"
"194",194,0,9,0,0,"Cancers","White","Male","Alabama",1977,"East South Central","South","AL",248.70888824776,254.851437293552,260.459717745036,254.851437293552,"Alabama"
"195",195,0,9,0,0,"Cardiovascular","White","Male","Alabama",1977,"East South Central","South","AL",739.102189979733,753.866093924599,769.509776563104,753.866093924599,"Alabama"
"196",196,0,9,0,0,"Communicable","White","Male","Alabama",1977,"East South Central","South","AL",52.5241370142819,56.4378936658313,60.8048690553913,56.4378936658313,"Alabama"
"197",197,0,9,0,0,"Injuries","White","Male","Alabama",1977,"East South Central","South","AL",126.485443163547,129.93020943315,133.504637182537,129.93020943315,"Alabama"
"198",198,0,9,0,0,"Non-communicable","White","Male","Alabama",1977,"East South Central","South","AL",97.8170484863942,101.330881607636,104.887931407085,101.330881607636,"Alabama"
"199",199,0,9,0,1,"All other causes","White","Female","Alabama",1977,"East South Central","South","AL",102.722229003464,106.201058470097,109.988460585437,106.201058470097,"Alabama"
"200",200,0,9,0,1,"Cancers","White","Female","Alabama",1977,"East South Central","South","AL",140.042197787699,143.16358002927,146.114800647159,143.16358002927,"Alabama"
"201",201,0,9,0,1,"Cardiovascular","White","Female","Alabama",1977,"East South Central","South","AL",436.437603757293,445.671954407064,455.10608949442,445.671954407064,"Alabama"
"202",202,0,9,0,1,"Communicable","White","Female","Alabama",1977,"East South Central","South","AL",30.7368592876907,32.6980328555495,34.8637765047805,32.6980328555495,"Alabama"
"203",203,0,9,0,1,"Injuries","White","Female","Alabama",1977,"East South Central","South","AL",42.1404397704716,43.7079302833987,45.6121045597896,43.7079302833987,"Alabama"
"204",204,0,9,0,1,"Non-communicable","White","Female","Alabama",1977,"East South Central","South","AL",41.5529590491866,43.3712773915657,45.410203841836,43.3712773915657,"Alabama"
"205",205,0,9,1,0,"All other causes","Black","Male","Alabama",1977,"East South Central","South","AL",332.240611186609,344.170668253217,357.502351165076,344.170668253217,"Alabama"
"206",206,0,9,1,0,"Cancers","Black","Male","Alabama",1977,"East South Central","South","AL",284.650620171995,295.3380956795,305.706007458207,295.3380956795,"Alabama"
"207",207,0,9,1,0,"Cardiovascular","Black","Male","Alabama",1977,"East South Central","South","AL",726.11232317777,745.329165570129,765.840470565543,745.329165570129,"Alabama"
"208",208,0,9,1,0,"Communicable","Black","Male","Alabama",1977,"East South Central","South","AL",67.4946419803564,73.5111110119142,79.6306494811399,73.5111110119142,"Alabama"
"209",209,0,9,1,0,"Injuries","Black","Male","Alabama",1977,"East South Central","South","AL",211.104847958554,219.678077044505,229.591151084452,219.678077044505,"Alabama"
"210",210,0,9,1,0,"Non-communicable","Black","Male","Alabama",1977,"East South Central","South","AL",97.6113043289031,103.162567468019,108.485452412616,103.162567468019,"Alabama"
"211",211,0,9,1,1,"All other causes","Black","Female","Alabama",1977,"East South Central","South","AL",212.814446159382,220.44725458588,228.913681573159,220.44725458588,"Alabama"
"212",212,0,9,1,1,"Cancers","Black","Female","Alabama",1977,"East South Central","South","AL",161.486173100144,166.598073013927,172.250635240365,166.598073013927,"Alabama"
"213",213,0,9,1,1,"Cardiovascular","Black","Female","Alabama",1977,"East South Central","South","AL",502.755172173654,517.52533125283,532.651932385611,517.52533125283,"Alabama"
"214",214,0,9,1,1,"Communicable","Black","Female","Alabama",1977,"East South Central","South","AL",33.4914699724121,36.3109937228459,39.1235876719841,36.3109937228459,"Alabama"
"215",215,0,9,1,1,"Injuries","Black","Female","Alabama",1977,"East South Central","South","AL",51.8880693180942,54.7902334352158,57.7122654530679,54.7902334352158,"Alabama"
"216",216,0,9,1,1,"Non-communicable","Black","Female","Alabama",1977,"East South Central","South","AL",71.8519851339076,75.666874129684,79.7866820786901,75.666874129684,"Alabama"
"217",217,0,10,0,0,"All other causes","White","Male","Alabama",1978,"East South Central","South","AL",163.591038323775,169.400112461422,175.038264497869,169.400112461422,"Alabama"
"218",218,0,10,0,0,"Cancers","White","Male","Alabama",1978,"East South Central","South","AL",251.638081026495,257.49025870386,263.424659985992,257.49025870386,"Alabama"
"219",219,0,10,0,0,"Cardiovascular","White","Male","Alabama",1978,"East South Central","South","AL",714.665581438516,729.604034723627,743.677450638842,729.604034723627,"Alabama"
"220",220,0,10,0,0,"Communicable","White","Male","Alabama",1978,"East South Central","South","AL",53.7236727437346,57.7721512337377,61.9591449149618,57.7721512337377,"Alabama"
"221",221,0,10,0,0,"Injuries","White","Male","Alabama",1978,"East South Central","South","AL",124.805715922669,128.35860537656,132.308926423633,128.35860537656,"Alabama"
"222",222,0,10,0,0,"Non-communicable","White","Male","Alabama",1978,"East South Central","South","AL",98.4337317340926,101.872306594455,105.512027717903,101.872306594455,"Alabama"
"223",223,0,10,0,1,"All other causes","White","Female","Alabama",1978,"East South Central","South","AL",101.435511471029,104.892878786551,108.681952621717,104.892878786551,"Alabama"
"224",224,0,10,0,1,"Cancers","White","Female","Alabama",1978,"East South Central","South","AL",141.378106645977,144.531786120551,147.641880730588,144.531786120551,"Alabama"
"225",225,0,10,0,1,"Cardiovascular","White","Female","Alabama",1978,"East South Central","South","AL",427.452869664513,436.409809508495,445.818907671133,436.409809508495,"Alabama"
"226",226,0,10,0,1,"Communicable","White","Female","Alabama",1978,"East South Central","South","AL",29.6485201443097,31.6115219004487,33.7670445692292,31.6115219004487,"Alabama"
"227",227,0,10,0,1,"Injuries","White","Female","Alabama",1978,"East South Central","South","AL",40.878624437905,42.4734752739186,44.158760969221,42.4734752739186,"Alabama"
"228",228,0,10,0,1,"Non-communicable","White","Female","Alabama",1978,"East South Central","South","AL",42.4103482258982,44.2481538316069,46.1250471349548,44.2481538316069,"Alabama"
"229",229,0,10,1,0,"All other causes","Black","Male","Alabama",1978,"East South Central","South","AL",322.758640659821,334.918769913143,347.500817596945,334.918769913143,"Alabama"
"230",230,0,10,1,0,"Cancers","Black","Male","Alabama",1978,"East South Central","South","AL",297.016061164152,307.388029125202,317.848006866067,307.388029125202,"Alabama"
"231",231,0,10,1,0,"Cardiovascular","Black","Male","Alabama",1978,"East South Central","South","AL",709.92160774137,731.012180777057,751.824139205053,731.012180777057,"Alabama"
"232",232,0,10,1,0,"Communicable","Black","Male","Alabama",1978,"East South Central","South","AL",63.7326428237883,69.7782930965432,75.9171547233686,69.7782930965432,"Alabama"
"233",233,0,10,1,0,"Injuries","Black","Male","Alabama",1978,"East South Central","South","AL",203.154712984939,211.920396810898,220.873677365315,211.920396810898,"Alabama"
"234",234,0,10,1,0,"Non-communicable","Black","Male","Alabama",1978,"East South Central","South","AL",99.7016292439909,105.00136954994,110.255411782274,105.00136954994,"Alabama"
"235",235,0,10,1,1,"All other causes","Black","Female","Alabama",1978,"East South Central","South","AL",205.091847312776,212.711900080621,221.113916580889,212.711900080621,"Alabama"
"236",236,0,10,1,1,"Cancers","Black","Female","Alabama",1978,"East South Central","South","AL",164.303395993864,169.659263238749,175.234085236545,169.659263238749,"Alabama"
"237",237,0,10,1,1,"Cardiovascular","Black","Female","Alabama",1978,"East South Central","South","AL",487.942942698738,501.935020805603,516.219281832294,501.935020805603,"Alabama"
"238",238,0,10,1,1,"Communicable","Black","Female","Alabama",1978,"East South Central","South","AL",32.4324407534911,35.4951531927021,38.5478385736083,35.4951531927021,"Alabama"
"239",239,0,10,1,1,"Injuries","Black","Female","Alabama",1978,"East South Central","South","AL",50.0707485570755,52.8288920650014,55.8019965468386,52.8288920650014,"Alabama"
"240",240,0,10,1,1,"Non-communicable","Black","Female","Alabama",1978,"East South Central","South","AL",69.8237421346857,73.8443730345995,77.8541954610517,73.8443730345995,"Alabama"
"241",241,0,11,0,0,"All other causes","White","Male","Alabama",1979,"East South Central","South","AL",163.325081020963,168.360249085951,174.012745158747,168.360249085951,"Alabama"
"242",242,0,11,0,0,"Cancers","White","Male","Alabama",1979,"East South Central","South","AL",256.785791429399,262.46544080068,268.27973749547,262.46544080068,"Alabama"
"243",243,0,11,0,0,"Cardiovascular","White","Male","Alabama",1979,"East South Central","South","AL",695.092293346503,710.653622022096,725.731113589363,710.653622022096,"Alabama"
"244",244,0,11,0,0,"Communicable","White","Male","Alabama",1979,"East South Central","South","AL",47.3236235232934,50.9131715651334,54.884084060287,50.9131715651334,"Alabama"
"245",245,0,11,0,0,"Injuries","White","Male","Alabama",1979,"East South Central","South","AL",121.428397791247,124.588426984012,128.26223331728,124.588426984012,"Alabama"
"246",246,0,11,0,0,"Non-communicable","White","Male","Alabama",1979,"East South Central","South","AL",100.021350863488,103.402076344674,106.830117503984,103.402076344674,"Alabama"
"247",247,0,11,0,1,"All other causes","White","Female","Alabama",1979,"East South Central","South","AL",101.26792394941,104.65341509389,108.132037796717,104.65341509389,"Alabama"
"248",248,0,11,0,1,"Cancers","White","Female","Alabama",1979,"East South Central","South","AL",142.905608521916,145.893060497873,149.13820399232,145.893060497873,"Alabama"
"249",249,0,11,0,1,"Cardiovascular","White","Female","Alabama",1979,"East South Central","South","AL",418.99218113043,426.995996075639,436.401849970642,426.995996075639,"Alabama"
"250",250,0,11,0,1,"Communicable","White","Female","Alabama",1979,"East South Central","South","AL",26.2183767943936,28.0891435544044,29.9586350031451,28.0891435544044,"Alabama"
"251",251,0,11,0,1,"Injuries","White","Female","Alabama",1979,"East South Central","South","AL",39.8991870967839,41.3450952202871,42.9956235867507,41.3450952202871,"Alabama"
"252",252,0,11,0,1,"Non-communicable","White","Female","Alabama",1979,"East South Central","South","AL",43.017694790554,44.8829843894507,46.8266070713185,44.8829843894507,"Alabama"
"253",253,0,11,1,0,"All other causes","Black","Male","Alabama",1979,"East South Central","South","AL",310.16252078511,321.533601198471,333.584379399568,321.533601198471,"Alabama"
"254",254,0,11,1,0,"Cancers","Black","Male","Alabama",1979,"East South Central","South","AL",305.268013697904,315.923249425172,326.604577641824,315.923249425172,"Alabama"
"255",255,0,11,1,0,"Cardiovascular","Black","Male","Alabama",1979,"East South Central","South","AL",692.447612255533,712.318439723879,731.53749695611,712.318439723879,"Alabama"
"256",256,0,11,1,0,"Communicable","Black","Male","Alabama",1979,"East South Central","South","AL",60.0783119954904,65.9524926601408,71.2779713419499,65.9524926601408,"Alabama"
"257",257,0,11,1,0,"Injuries","Black","Male","Alabama",1979,"East South Central","South","AL",197.018812048994,205.57242399066,213.85343980781,205.57242399066,"Alabama"
